date,returns
2025-06-19,0.0002494387627837366
2025-06-20,-0.00024937655860349125
2025-06-21,0.0002494387627837366
2025-06-22,0.0004987531172069825
2025-06-23,0.0
2025-06-24,-0.0002492522432701894
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0002493143854400399
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0009970089730807576
2025-07-02,0.0
2025-07-03,-0.000249003984063745
2025-07-04,0.0
2025-07-05,0.00024906600249066
2025-07-06,0.0
2025-07-07,-0.000249003984063745
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,-0.00024906600249066
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,-0.00024912805181863477
2025-07-15,0.00049838026414154
2025-07-16,-0.00024906600249066
2025-07-17,0.00024912805181863477
2025-07-18,0.0
2025-07-19,-0.00024906600249066
2025-07-20,0.00024912805181863477
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.00024906600249066
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.000249003984063745
2025-07-27,-0.00024894199651481205
2025-07-28,-0.00049800796812749
2025-07-29,0.0004982561036372695
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,-0.001245019920318725
2025-08-03,-0.0009972575417601596
2025-08-04,0.0002495632642874969
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,-0.000249500998003992
2025-08-08,0.0
2025-08-09,-0.0002495632642874969
2025-08-10,0.0004992511233150275
2025-08-11,0.000249500998003992
2025-08-12,0.0
2025-08-13,-0.0009977550511349464
2025-08-14,-0.00024968789013732833
2025-08-15,0.00024975024975024975
2025-08-16,0.0004993757802746567
2025-08-17,0.0
2025-08-18,0.0004991265285749938
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0004988775255674732
2025-08-22,0.0
2025-08-23,0.0004986287708800798
2025-08-24,-0.00024919013207077
2025-08-25,0.0
2025-08-26,0.0002492522432701894
2025-08-27,0.0
2025-08-28,-0.00024919013207077
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.001744765702891326
2025-09-01,-0.0002488181139586962
2025-09-02,0.0004977600796416127
2025-09-03,0.001990049751243781
2025-09-04,-0.0007447864945382324
2025-09-05,0.0004968944099378882
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.00024832381425378696
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,-0.00024826216484607745
2025-09-14,-0.00024832381425378696
2025-09-15,0.0009935419771485345
2025-09-16,0.00024813895781637717
2025-09-17,0.0
2025-09-18,-0.00024807740014884643
2025-09-19,-0.0004962779156327543
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,-0.0004965243296921549
2025-09-23,-0.0012419274714356682
2025-09-24,0.000994777418552599
2025-09-25,0.0
2025-09-26,-0.0007453416149068323
2025-09-27,0.0004972650422675286
2025-09-28,0.0
2025-09-29,-0.00024850894632206757
2025-09-30,-0.00024857071836937607
2025-10-01,0.0002486325211337643
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.00024857071836937607
2025-10-05,-0.00024850894632206757
2025-10-06,-0.00024857071836937607
2025-10-07,-0.0014917951268025858
2025-10-08,0.0
2025-10-09,0.00049800796812749
2025-10-10,0.00024888003982080636
2025-10-11,-0.0004976362279173924
2025-10-12,0.0014936519790888724
2025-10-13,0.0
2025-10-14,-0.0004971414367387521
2025-10-15,0.000994777418552599
2025-10-16,-0.0017391304347826088
2025-10-17,0.00024888003982080636
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,-0.0002488181139586962
2025-10-21,0.00024888003982080636
2025-10-22,0.0
2025-10-23,-0.0002488181139586962
2025-10-24,-0.0004977600796416127
2025-10-25,0.0
2025-10-26,0.00049800796812749
2025-10-27,0.0004977600796416127
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,0.0009950248756218905
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,-0.0007455268389662028
2025-11-04,0.0
2025-11-05,-0.0004973887092762995
2025-11-06,0.0004976362279173924
2025-11-07,0.0007460830639144492
2025-11-08,0.0
2025-11-09,-0.0004970178926441351
2025-11-10,-0.0004972650422675286
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0002487562189054726
2025-11-18,0.0
2025-11-19,-0.000994777418552599
2025-11-20,0.00024894199651481205
2025-11-21,0.00024888003982080636
2025-11-22,0.0004976362279173924
2025-11-23,0.0004973887092762995
2025-11-24,0.0007457121551081282
2025-11-25,0.00024838549428713363
2025-11-26,0.0
2025-11-27,0.0004966476285075739
2025-11-28,0.0004964010920824026
2025-11-29,0.0007442322004465393
2025-11-30,0.0
2025-12-01,0.0004957858205255329
2025-12-02,0.0
2025-12-03,0.0002477700693756194
2025-12-04,-0.0004954173891503591
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.00024783147459727387
2025-12-09,-0.0004955401387512388
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0009915716410510659
2025-12-13,-0.0004952947003467063
2025-12-14,-0.0002477700693756194
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0004956629491945477
2025-12-27,0.0
2025-12-28,-0.0004954173891503591
2025-12-29,0.0004956629491945477
2025-12-30,0.0
